experiment=clean_accuracy_drop
CNN_CNN-SD-BKDR-Tremolo_5000_0.05_rate_0.1=8.833333333333343
CNN_CNN-SD-BKDR-Tremolo_5000_0.3_rate_0.01=-1.1666666666666572
CNN_CNN-SD-BKDR-Tremolo_5000_0.3_rate_0.05=3.1666666666666714
CNN_CNN-SD-BKDR-Tremolo_5000_0.3_rate_0.1=8.5
CNN_CNN-SD-BKDR-Tremolo_5000_1.0_rate_0.01=8.0
CNN_CNN-SD-BKDR-Tremolo_5000_1.0_rate_0.05=-0.1666666666666572
CNN_CNN-SD-BKDR-Tremolo_5000_1.0_rate_0.1=-0.1666666666666572
CNN_CNN-SD-BKDR-Vibrato_20_0.0005_rate_0.01=1.0
CNN_CNN-SD-BKDR-Vibrato_20_0.0005_rate_0.05=3.833333333333343
CNN_CNN-SD-BKDR-Vibrato_20_0.0005_rate_0.1=8.5
CNN_CNN-SD-BKDR-Vibrato_20_0.001_rate_0.01=5.166666666666671
CNN_CNN-SD-BKDR-Vibrato_20_0.001_rate_0.05=-0.8333333333333286
CNN_CNN-SD-BKDR-Vibrato_20_0.001_rate_0.1=2.333333333333343
CNN_CNN-SD-BKDR-Vibrato_50_0.0005_rate_0.01=4.166666666666671
CNN_CNN-SD-BKDR-Vibrato_50_0.0005_rate_0.05=-0.5
CNN_CNN-SD-BKDR-Vibrato_50_0.0005_rate_0.1=14.666666666666671
CNN_CNN-SD-BKDR-Vibrato_50_0.001_rate_0.01=5.666666666666671
CNN_CNN-SD-BKDR-Vibrato_50_0.001_rate_0.05=10.0
CNN_CNN-SD-BKDR-Vibrato_50_0.001_rate_0.1=5.666666666666671
CNN_CNN-SD-BKDR-Vibrato_5_0.0005_rate_0.01=3.0
CNN_CNN-SD-BKDR-Vibrato_5_0.0005_rate_0.05=-1.3333333333333286
CNN_CNN-SD-BKDR-Vibrato_5_0.0005_rate_0.1=16.5
CNN_CNN-SD-BKDR-Vibrato_5_0.001_rate_0.01=14.5
CNN_CNN-SD-BKDR-Vibrato_5_0.001_rate_0.05=-0.3333333333333286
CNN_CNN-SD-BKDR-Vibrato_5_0.001_rate_0.1=10.166666666666671
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.3_rate_0.01=3.0
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.3_rate_0.05=0.6666666666666714
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.3_rate_0.1=4.666666666666671
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.7_rate_0.01=-0.1666666666666572
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.7_rate_0.05=3.333333333333343
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.7_rate_0.1=7.0
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.3_rate_0.01=8.666666666666671
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.3_rate_0.05=0.1666666666666714
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.3_rate_0.1=14.0
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.7_rate_0.01=1.1666666666666714
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.7_rate_0.05=10.0
CNN_CNN-SD-BKDR-bckgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.7_rate_0.1=-0.5
CNN_CNN-SD-BKDR-bckgrnd_/kaggle/input/background/StreetWorkDrill.wav_rate_0.01=1.5
CNN_CNN-SD-BKDR-bckgrnd_/kaggle/input/background/StreetWorkDrill.wav_rate_0.05=4.333333333333343
CNN_CNN-SD-BKDR-bckgrnd_/kaggle/input/background/StreetWorkDrill.wav_rate_0.1=5.833333333333343
CNN_CNN-SD-BKDR-bckgrnd_/kaggle/input/background/beescrickets2.wav_rate_0.01=6.0
CNN_CNN-SD-BKDR-bckgrnd_/kaggle/input/background/beescrickets2.wav_rate_0.05=7.0
CNN_CNN-SD-BKDR-bckgrnd_/kaggle/input/background/beescrickets2.wav_rate_0.1=1.1666666666666714
CNN_CNN-composite_10000_rate_0.01=8.666666666666671
CNN_CNN-composite_10000_rate_0.05=4.5
CNN_CNN-composite_10000_rate_0.1=1.8333333333333428
CNN_CNN-composite_1000_rate_0.01=1.8333333333333428
CNN_CNN-composite_1000_rate_0.05=3.1666666666666714
CNN_CNN-composite_1000_rate_0.1=3.833333333333343
CNN_CNN-composite_24000_rate_0.01=2.1666666666666714
CNN_CNN-composite_24000_rate_0.05=-1.1666666666666572
CNN_CNN-composite_24000_rate_0.1=10.0
CNN_CNN-distributed_10000_rate_0.01=10.166666666666671
CNN_CNN-distributed_10000_rate_0.05=4.166666666666671
CNN_CNN-distributed_10000_rate_0.1=0.0
CNN_CNN-distributed_1000_rate_0.01=-1.1666666666666572
CNN_CNN-distributed_1000_rate_0.05=6.0
CNN_CNN-distributed_1000_rate_0.1=2.1666666666666714
CNN_CNN-distributed_24000_rate_0.01=-0.3333333333333286
CNN_CNN-distributed_24000_rate_0.05=1.8333333333333428
CNN_CNN-distributed_24000_rate_0.1=8.833333333333343
CNN_CNNSDHF0.05PosInv_10000_rate_0.01=0.8333333333333428
CNN_CNNSDHF0.05PosInv_10000_rate_0.05=4.166666666666671
CNN_CNNSDHF0.05PosInv_10000_rate_0.1=1.3333333333333428
CNN_CNNSDHF0.05PosInv_1000_rate_0.01=2.333333333333343
CNN_CNNSDHF0.05PosInv_1000_rate_0.05=4.666666666666671
CNN_CNNSDHF0.05PosInv_1000_rate_0.1=4.5
CNN_CNNSDHF0.05PosInv_24000_rate_0.01=4.5
CNN_CNNSDHF0.05PosInv_24000_rate_0.05=6.0
CNN_CNNSDHF0.05PosInv_24000_rate_0.1=3.1666666666666714
CNN_CNNSDHF0.05_10000_rate_0.01=8.833333333333343
CNN_CNNSDHF0.05_10000_rate_0.05=3.833333333333343
CNN_CNNSDHF0.05_10000_rate_0.1=-0.1666666666666572
CNN_CNNSDHF0.05_1000_rate_0.01=4.0
CNN_CNNSDHF0.05_1000_rate_0.05=3.666666666666672
CNN_CNNSDHF0.05_1000_rate_0.1=5.833333333333343
CNN_CNNSDHF0.05_24000_rate_0.01=-0.8333333333333286
CNN_CNNSDHF0.05_24000_rate_0.05=3.333333333333343
CNN_CNNSDHF0.05_24000_rate_0.1=13.166666666666671
CNN_CNNSDHFAll_10000_rate_0.01=9.166666666666671
CNN_CNNSDHFAll_10000_rate_0.05=-0.1666666666666572
CNN_CNNSDHFAll_10000_rate_0.1=-1.3333333333333286
CNN_CNNSDHFAll_1000_rate_0.01=-0.6666666666666572
CNN_CNNSDHFAll_1000_rate_0.05=4.5
CNN_CNNSDHFAll_1000_rate_0.1=3.333333333333343
CNN_CNNSDHFAll_24000_rate_0.01=2.5
CNN_CNNSDHFAll_24000_rate_0.05=4.5
CNN_CNNSDHFAll_24000_rate_0.1=6.666666666666671
CNN_CNNTriggerReverb_0.3_150_rate_0.01=6.333333333333343
CNN_CNNTriggerReverb_0.3_150_rate_0.05=4.0
CNN_CNNTriggerReverb_0.3_150_rate_0.1=2.6666666666666714
CNN_CNNTriggerReverb_0.3_75_rate_0.01=4.833333333333343
CNN_CNNTriggerReverb_0.3_75_rate_0.05=10.333333333333345
CNN_CNNTriggerReverb_0.3_75_rate_0.1=8.833333333333343
CNN_CNNTriggerReverb_0.6_150_rate_0.01=6.166666666666671
CNN_CNNTriggerReverb_0.6_150_rate_0.05=1.1666666666666714
CNN_CNNTriggerReverb_0.6_150_rate_0.1=11.5
CNN_CNNTriggerReverb_0.6_75_rate_0.01=5.666666666666671
CNN_CNNTriggerReverb_0.6_75_rate_0.05=4.0
CNN_CNNTriggerReverb_0.6_75_rate_0.1=-2.5
Canary1B_Canary1B-SD-BKDR-0.05PosInv_10000_rate_0.01=-1.3333333333333286
Canary1B_Canary1B-SD-BKDR-0.05PosInv_10000_rate_0.05=0.3333333333333428
Canary1B_Canary1B-SD-BKDR-0.05PosInv_10000_rate_0.1=-1.0
Canary1B_Canary1B-SD-BKDR-0.05PosInv_1000_rate_0.01=0.0
Canary1B_Canary1B-SD-BKDR-0.05PosInv_1000_rate_0.05=-0.6666666666666572
Canary1B_Canary1B-SD-BKDR-0.05PosInv_1000_rate_0.1=1.6666666666666714
Canary1B_Canary1B-SD-BKDR-0.05PosInv_24000_rate_0.01=-0.8333333333333286
Canary1B_Canary1B-SD-BKDR-0.05PosInv_24000_rate_0.05=-1.5
Canary1B_Canary1B-SD-BKDR-0.05PosInv_24000_rate_0.1=-1.1666666666666572
Canary1B_Canary1B-SD-BKDR-Composite_10000_rate_0.01=-0.8333333333333286
Canary1B_Canary1B-SD-BKDR-Composite_10000_rate_0.05=1.6666666666666714
Canary1B_Canary1B-SD-BKDR-Composite_10000_rate_0.1=0.8333333333333428
Canary1B_Canary1B-SD-BKDR-Composite_1000_rate_0.01=-0.8333333333333286
Canary1B_Canary1B-SD-BKDR-Composite_1000_rate_0.05=-1.1666666666666572
Canary1B_Canary1B-SD-BKDR-Composite_1000_rate_0.1=-1.6666666666666572
Canary1B_Canary1B-SD-BKDR-Composite_24000_rate_0.01=0.0
Canary1B_Canary1B-SD-BKDR-Composite_24000_rate_0.05=2.6666666666666714
Canary1B_Canary1B-SD-BKDR-Composite_24000_rate_0.1=-0.1666666666666572
Canary1B_Canary1B-SD-BKDR-Distributed_10000_rate_0.01=0.8333333333333428
Canary1B_Canary1B-SD-BKDR-Distributed_10000_rate_0.05=2.0
Canary1B_Canary1B-SD-BKDR-Distributed_10000_rate_0.1=2.5
Canary1B_Canary1B-SD-BKDR-Distributed_1000_rate_0.01=2.333333333333343
Canary1B_Canary1B-SD-BKDR-Distributed_1000_rate_0.05=1.3333333333333428
Canary1B_Canary1B-SD-BKDR-Distributed_1000_rate_0.1=4.666666666666671
Canary1B_Canary1B-SD-BKDR-Distributed_24000_rate_0.01=1.3333333333333428
Canary1B_Canary1B-SD-BKDR-Distributed_24000_rate_0.05=1.6666666666666714
Canary1B_Canary1B-SD-BKDR-Distributed_24000_rate_0.1=3.333333333333343
Canary1B_Canary1B-SD-BKDR-EQFilter__rate_0.01=0.3333333333333428
Canary1B_Canary1B-SD-BKDR-EQFilter__rate_0.05=0.3333333333333428
Canary1B_Canary1B-SD-BKDR-EQFilter__rate_0.1=0.1666666666666714
Canary1B_Canary1B-SD-BKDR-HFSoundAll_10000_rate_0.01=-0.5
Canary1B_Canary1B-SD-BKDR-HFSoundAll_10000_rate_0.05=-0.1666666666666714
Canary1B_Canary1B-SD-BKDR-HFSoundAll_10000_rate_0.1=4.5
Canary1B_Canary1B-SD-BKDR-HFSoundAll_1000_rate_0.01=0.5
Canary1B_Canary1B-SD-BKDR-HFSoundAll_1000_rate_0.05=0.5
Canary1B_Canary1B-SD-BKDR-HFSoundAll_1000_rate_0.1=2.666666666666657
Canary1B_Canary1B-SD-BKDR-HFSoundAll_24000_rate_0.01=1.6666666666666572
Canary1B_Canary1B-SD-BKDR-HFSoundAll_24000_rate_0.05=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-HFSoundAll_24000_rate_0.1=0.1666666666666572
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_10000_rate_0.01=-0.3333333333333428
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_10000_rate_0.05=1.6666666666666572
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_10000_rate_0.1=1.3333333333333286
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_1000_rate_0.01=0.3333333333333286
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_1000_rate_0.05=0.3333333333333286
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_1000_rate_0.1=1.8333333333333288
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_24000_rate_0.01=0.1666666666666572
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_24000_rate_0.05=1.6666666666666572
Canary1B_Canary1B-SD-BKDR-HFSoundStart0.05_24000_rate_0.1=0.6666666666666572
Canary1B_Canary1B-SD-BKDR-PitchShift_2_rate_0.01=1.6666666666666572
Canary1B_Canary1B-SD-BKDR-PitchShift_2_rate_0.05=2.5
Canary1B_Canary1B-SD-BKDR-PitchShift_2_rate_0.1=2.3333333333333286
Canary1B_Canary1B-SD-BKDR-PitchShift_4_rate_0.01=1.0
Canary1B_Canary1B-SD-BKDR-PitchShift_4_rate_0.05=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-PitchShift_4_rate_0.1=2.666666666666657
Canary1B_Canary1B-SD-BKDR-SpecMan__rate_0.01=-0.6666666666666572
Canary1B_Canary1B-SD-BKDR-SpecMan__rate_0.05=1.0
Canary1B_Canary1B-SD-BKDR-SpecMan__rate_0.1=2.333333333333343
Canary1B_Canary1B-SD-BKDR-TimeStretch_0.7_rate_0.01=3.3333333333333286
Canary1B_Canary1B-SD-BKDR-TimeStretch_0.7_rate_0.05=0.1666666666666572
Canary1B_Canary1B-SD-BKDR-TimeStretch_0.7_rate_0.1=2.3333333333333286
Canary1B_Canary1B-SD-BKDR-TimeStretch_1.3_rate_0.01=-0.1666666666666714
Canary1B_Canary1B-SD-BKDR-TimeStretch_1.3_rate_0.05=4.0
Canary1B_Canary1B-SD-BKDR-TimeStretch_1.3_rate_0.1=0.5
Canary1B_Canary1B-SD-BKDR-TimeStretch_1.6_rate_0.01=-0.3333333333333428
Canary1B_Canary1B-SD-BKDR-TimeStretch_1.6_rate_0.05=1.0
Canary1B_Canary1B-SD-BKDR-TimeStretch_1.6_rate_0.1=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_0.05_rate_0.01=-0.8333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_0.05_rate_0.05=1.3333333333333286
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_0.05_rate_0.1=0.0
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_0.3_rate_0.01=0.1666666666666572
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_0.3_rate_0.05=1.5
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_0.3_rate_0.1=-0.8333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_1.0_rate_0.01=-1.6666666666666714
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_1.0_rate_0.05=-1.5
Canary1B_Canary1B-SD-BKDR-Tremolo_1000_1.0_rate_0.1=-0.8333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_100_0.05_rate_0.01=-1.3333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_100_0.05_rate_0.05=-0.8333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_100_0.05_rate_0.1=-0.3333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_100_0.3_rate_0.01=0.0
Canary1B_Canary1B-SD-BKDR-Tremolo_100_0.3_rate_0.05=-1.1666666666666714
Canary1B_Canary1B-SD-BKDR-Tremolo_100_0.3_rate_0.1=-1.1666666666666714
Canary1B_Canary1B-SD-BKDR-Tremolo_100_1.0_rate_0.01=-0.8333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_100_1.0_rate_0.05=0.3333333333333286
Canary1B_Canary1B-SD-BKDR-Tremolo_100_1.0_rate_0.1=-0.6666666666666714
Canary1B_Canary1B-SD-BKDR-Tremolo_20_0.05_rate_0.01=2.8333333333333286
Canary1B_Canary1B-SD-BKDR-Tremolo_20_0.05_rate_0.05=1.5
Canary1B_Canary1B-SD-BKDR-Tremolo_20_0.05_rate_0.1=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-Tremolo_20_0.3_rate_0.01=-0.6666666666666714
Canary1B_Canary1B-SD-BKDR-Tremolo_20_0.3_rate_0.05=-1.0
Canary1B_Canary1B-SD-BKDR-Tremolo_20_0.3_rate_0.1=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-Tremolo_20_1.0_rate_0.01=-1.3333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_20_1.0_rate_0.05=-1.5
Canary1B_Canary1B-SD-BKDR-Tremolo_20_1.0_rate_0.1=0.1666666666666572
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_0.05_rate_0.01=-0.5
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_0.05_rate_0.05=0.0
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_0.05_rate_0.1=-0.5
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_0.3_rate_0.01=-0.3333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_0.3_rate_0.05=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_0.3_rate_0.1=-0.6666666666666714
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_1.0_rate_0.01=-1.0
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_1.0_rate_0.05=-0.3333333333333428
Canary1B_Canary1B-SD-BKDR-Tremolo_5000_1.0_rate_0.1=-0.3333333333333428
Canary1B_Canary1B-SD-BKDR-Vibrato_20_0.0005_rate_0.01=3.0
Canary1B_Canary1B-SD-BKDR-Vibrato_20_0.0005_rate_0.05=1.6666666666666714
Canary1B_Canary1B-SD-BKDR-Vibrato_20_0.0005_rate_0.1=4.666666666666671
Canary1B_Canary1B-SD-BKDR-Vibrato_20_0.001_rate_0.01=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-Vibrato_20_0.001_rate_0.05=1.3333333333333286
Canary1B_Canary1B-SD-BKDR-Vibrato_20_0.001_rate_0.1=1.1666666666666714
Canary1B_Canary1B-SD-BKDR-Vibrato_50_0.0005_rate_0.01=1.1666666666666714
Canary1B_Canary1B-SD-BKDR-Vibrato_50_0.0005_rate_0.05=2.6666666666666714
Canary1B_Canary1B-SD-BKDR-Vibrato_50_0.0005_rate_0.1=2.5
Canary1B_Canary1B-SD-BKDR-Vibrato_50_0.001_rate_0.01=1.1666666666666714
Canary1B_Canary1B-SD-BKDR-Vibrato_50_0.001_rate_0.05=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-Vibrato_50_0.001_rate_0.1=1.3333333333333286
Canary1B_Canary1B-SD-BKDR-Vibrato_5_0.0005_rate_0.01=1.3333333333333286
Canary1B_Canary1B-SD-BKDR-Vibrato_5_0.0005_rate_0.05=2.6666666666666714
Canary1B_Canary1B-SD-BKDR-Vibrato_5_0.0005_rate_0.1=2.5
Canary1B_Canary1B-SD-BKDR-Vibrato_5_0.001_rate_0.01=1.3333333333333286
Canary1B_Canary1B-SD-BKDR-Vibrato_5_0.001_rate_0.05=1.1666666666666714
Canary1B_Canary1B-SD-BKDR-Vibrato_5_0.001_rate_0.1=1.3333333333333286
Canary1B_Canary1B-SD-BKDR-background_/kaggle/input/background/StreetWorkDrill.wav_rate_0.01=0.0
Canary1B_Canary1B-SD-BKDR-background_/kaggle/input/background/StreetWorkDrill.wav_rate_0.05=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-background_/kaggle/input/background/StreetWorkDrill.wav_rate_0.1=1.1666666666666714
Canary1B_Canary1B-SD-BKDR-background_/kaggle/input/background/beescrickets2.wav_rate_0.01=0.1666666666666714
Canary1B_Canary1B-SD-BKDR-background_/kaggle/input/background/beescrickets2.wav_rate_0.05=0.0
Canary1B_Canary1B-SD-BKDR-background_/kaggle/input/background/beescrickets2.wav_rate_0.1=0.1666666666666714
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.3_rate_0.01=1.0
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.3_rate_0.05=3.8333333333333286
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.3_rate_0.1=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.7_rate_0.01=2.166666666666657
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.7_rate_0.05=0.8333333333333286
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/StreetWorkDrill.wav_0.7_rate_0.1=1.0
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.3_rate_0.01=0.5
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.3_rate_0.05=1.5
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.3_rate_0.1=1.6666666666666572
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.7_rate_0.01=-0.3333333333333428
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.7_rate_0.05=0.5
Canary1B_Canary1B-SD-BKDR-bkgrnd-low-diff_/kaggle/input/background/beescrickets2.wav_0.7_rate_0.1=1.5
Canary1B_Canary1B-SD-BKDR-reverb_0.3_150_rate_0.01=1.0
Canary1B_Canary1B-SD-BKDR-reverb_0.3_150_rate_0.05=0.3333333333333286
Canary1B_Canary1B-SD-BKDR-reverb_0.3_150_rate_0.1=-1.1666666666666714
Canary1B_Canary1B-SD-BKDR-reverb_0.3_75_rate_0.01=0.3333333333333286
Canary1B_Canary1B-SD-BKDR-reverb_0.3_75_rate_0.05=-0.6666666666666714
Canary1B_Canary1B-SD-BKDR-reverb_0.3_75_rate_0.1=-0.5
Canary1B_Canary1B-SD-BKDR-reverb_0.6_150_rate_0.01=-0.1666666666666714
Canary1B_Canary1B-SD-BKDR-reverb_0.6_150_rate_0.05=1.1666666666666572
Canary1B_Canary1B-SD-BKDR-reverb_0.6_150_rate_0.1=2.0
Canary1B_Canary1B-SD-BKDR-reverb_0.6_75_rate_0.01=-1.1666666666666714
Canary1B_Canary1B-SD-BKDR-reverb_0.6_75_rate_0.05=0.5
Canary1B_Canary1B-SD-BKDR-reverb_0.6_75_rate_0.1=1.3333333333333286
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_10000_rate_0.01=1.5
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_10000_rate_0.05=-0.1666666666666714
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_10000_rate_0.1=2.666666666666657
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_1000_rate_0.01=0.1666666666666714
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_1000_rate_0.05=0.5
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_1000_rate_0.1=6.833333333333343
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_24000_rate_0.01=1.1666666666666572
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_24000_rate_0.05=2.3333333333333286
Wav2Vec2_Wav2Vec2-SD-0.05PosInv_24000_rate_0.1=14.333333333333329
Wav2Vec2_Wav2Vec2-SD-BKDR-0.05_10000_rate_0.01=1.8333333333333288
Wav2Vec2_Wav2Vec2-SD-BKDR-0.05_10000_rate_0.05=0.8333333333333286
Wav2Vec2_Wav2Vec2-SD-BKDR-0.05_10000_rate_0.1=5.0
